paidparkingarea,hour_of_day,day_of_week,avg_occupancy_rate
Columbia City,12,1,0.31923088339535705
Columbia City,12,2,0.33064928483563016
Columbia City,12,3,0.3053832729973081
Columbia City,12,4,0.31805132359518323
Columbia City,12,5,0.3721644646820793
Columbia City,13,0,0.2601155761879446
Columbia City,13,1,0.2777483750411382
Columbia City,13,2,0.2674253767229907
Columbia City,13,3,0.3294809730555344
Columbia City,13,4,0.3279813464638026
Columbia City,13,5,0.3461912146017437
Columbia City,14,0,0.20706685906685907
Columbia City,14,1,0.22116977101845522
Columbia City,14,2,0.23868790975057982
Columbia City,14,3,0.23278450123625563
Columbia City,14,4,0.3010608528898002
Columbia City,14,5,0.32857638785837745
Columbia City,15,0,0.17210526632237158
Columbia City,15,1,0.18897369212171844
Columbia City,15,2,0.2742586264729808
Columbia City,15,3,0.2036345345687451
Columbia City,15,4,0.2632559281199632
Columbia City,15,5,0.27431725990059325
Columbia City,16,0,0.19274317105896052
Columbia City,16,1,0.20807246810207333
Columbia City,16,2,0.26418135884390165
Columbia City,16,3,0.25590839261453296
Columbia City,16,4,0.2827433630372227
Columbia City,16,5,0.2893132752520896
Columbia City,17,0,0.21877810846560844
Columbia City,17,1,0.2516943969772917
Columbia City,17,2,0.36524575179706764
Columbia City,17,3,0.28348866273427675
Columbia City,17,4,0.3210271617596179
Columbia City,17,5,0.3149185735551091
Columbia City,18,0,0.32057463893319155
Columbia City,18,1,0.3317300179109389
Columbia City,18,2,0.4466666936389152
Columbia City,18,3,0.364869813422445
Columbia City,18,4,0.4233357952963216
Columbia City,18,5,0.34112769585835695
Columbia City,19,0,0.3051250221513379
Columbia City,19,1,0.3174861095288727
Columbia City,19,2,0.3426950848868243
Columbia City,19,3,0.38154699670050546
Columbia City,19,4,0.43435197210197213
Columbia City,19,5,0.3606952184889403
Commercial Core,6,0,0.125
Commercial Core,8,0,0.27618155537590466
Commercial Core,8,1,0.278603721902106
Commercial Core,8,2,0.28511512506791287
Commercial Core,8,3,0.2704244009988979
Commercial Core,8,4,0.2752075990754111
Commercial Core,8,5,0.20471465086600005
Commercial Core,9,0,0.36324926762576215
Commercial Core,9,1,0.3688642021127556
Commercial Core,9,2,0.36764942685602486
Commercial Core,9,3,0.37886869773197646
Commercial Core,9,4,0.3670040099912094
Commercial Core,9,5,0.33367596027076585
Commercial Core,10,0,0.41434634388912306
Commercial Core,10,1,0.4375958102080129
Commercial Core,10,2,0.4302323551495848
Commercial Core,10,3,0.4185231707806719
Commercial Core,10,4,0.43560224998650826
Commercial Core,10,5,0.4056579153866923
Commercial Core,11,0,0.48018957230395864
Commercial Core,11,1,0.4749193954468237
Commercial Core,11,2,0.48619081065760433
Commercial Core,11,3,0.4657091991865957
Commercial Core,11,4,0.4734615853917324
Commercial Core,11,5,0.45182879468847287
Commercial Core,12,0,0.46507266125842717
Commercial Core,12,1,0.4632680736841059
Commercial Core,12,2,0.46866666173105925
Commercial Core,12,3,0.46925579021910646
Commercial Core,12,4,0.4777023988835486
Commercial Core,12,5,0.45848726995024625
Commercial Core,13,0,0.46238768656610996
Commercial Core,13,1,0.4553152752752047
Commercial Core,13,2,0.46300526995945784
Commercial Core,13,3,0.4820912916160737
Commercial Core,13,4,0.4707935793707184
Commercial Core,13,5,0.48639641620812
Commercial Core,14,0,0.4258795312054183
Commercial Core,14,1,0.41340171302224515
Commercial Core,14,2,0.43215637484853
Commercial Core,14,3,0.4495666351118421
Commercial Core,14,4,0.45259332411382647
Commercial Core,14,5,0.48408577729627145
Commercial Core,15,0,0.4090652875905484
Commercial Core,15,1,0.41531960779088883
Commercial Core,15,2,0.40655997616256534
Commercial Core,15,3,0.4128824476899429
Commercial Core,15,4,0.4298032919851179
Commercial Core,15,5,0.4881496507850175
Commercial Core,16,0,0.4002215669197992
Commercial Core,16,1,0.42938763438763433
Commercial Core,16,2,0.39800180909464145
Commercial Core,16,3,0.4079341008346514
Commercial Core,16,4,0.4274472068038244
Commercial Core,16,5,0.49354458420321046
Commercial Core,17,0,0.36719024496522995
Commercial Core,17,1,0.41048811344276187
Commercial Core,17,2,0.3912133996006252
Commercial Core,17,3,0.4253132993261498
Commercial Core,17,4,0.45213936670467814
Commercial Core,17,5,0.4961881704797451
Commercial Core,18,0,0.37882469280669495
Commercial Core,18,1,0.4316511033963385
Commercial Core,18,2,0.43886504042379687
Commercial Core,18,3,0.46013383824537973
Commercial Core,18,4,0.46492608360191484
Commercial Core,18,5,0.4900911611744054
Commercial Core,19,0,0.3291152019166126
Commercial Core,19,1,0.3581633438714161
Commercial Core,19,2,0.4125046614202057
Commercial Core,19,3,0.40239355682343153
Commercial Core,19,4,0.42947676721179395
Commercial Core,19,5,0.5025817992960255
Denny Triangle,8,0,0.18167437886187884
Denny Triangle,8,1,0.16987608600223805
Denny Triangle,8,2,0.17623364654231288
Denny Triangle,8,3,0.16637329190682848
Denny Triangle,8,4,0.17514307166313337
Denny Triangle,8,5,0.15248093608268795
Denny Triangle,9,0,0.23496687722011747
Denny Triangle,9,1,0.21900165048536896
Denny Triangle,9,2,0.2263531501209357
Denny Triangle,9,3,0.23384263212475503
Denny Triangle,9,4,0.23862265859794107
Denny Triangle,9,5,0.22515847550890264
Denny Triangle,10,0,0.2548002207406806
Denny Triangle,10,1,0.2780443492470804
Denny Triangle,10,2,0.27238634686304997
Denny Triangle,10,3,0.27384123157517015
Denny Triangle,10,4,0.25690570467406626
Denny Triangle,10,5,0.2698936269070789
Denny Triangle,11,0,0.25835023268753327
Denny Triangle,11,1,0.30929039185604307
Denny Triangle,11,2,0.2765763494621631
Denny Triangle,11,3,0.29282679753000984
Denny Triangle,11,4,0.26183077807024435
Denny Triangle,11,5,0.28130275702795965
Denny Triangle,12,0,0.23464887255390746
Denny Triangle,12,1,0.27274919184845653
Denny Triangle,12,2,0.2588770631639352
Denny Triangle,12,3,0.2601524019121784
Denny Triangle,12,4,0.27258266947532483
Denny Triangle,12,5,0.24821116083103126
Denny Triangle,13,0,0.22933583126582252
Denny Triangle,13,1,0.22304171639518278
Denny Triangle,13,2,0.2213832076681564
Denny Triangle,13,3,0.23503972504321666
Denny Triangle,13,4,0.27172913728351583
Denny Triangle,13,5,0.2798007716145186
Denny Triangle,14,0,0.1921166775589445
Denny Triangle,14,1,0.19898434694390577
Denny Triangle,14,2,0.21448823332464512
Denny Triangle,14,3,0.21336637627838742
Denny Triangle,14,4,0.2411032036597008
Denny Triangle,14,5,0.2878329519668632
Denny Triangle,15,0,0.17444562075840617
Denny Triangle,15,1,0.1990859073973128
Denny Triangle,15,2,0.21142559508204065
Denny Triangle,15,3,0.21167940137198313
Denny Triangle,15,4,0.2326779310192613
Denny Triangle,15,5,0.2725293066532938
Denny Triangle,16,0,0.155393102161042
Denny Triangle,16,1,0.16963104975947443
Denny Triangle,16,2,0.1999280365635616
Denny Triangle,16,3,0.18852565963846452
Denny Triangle,16,4,0.20749609426819793
Denny Triangle,16,5,0.273183955793036
Denny Triangle,17,0,0.19339578684775446
Denny Triangle,17,1,0.20319841687992374
Denny Triangle,17,2,0.21477266120265237
Denny Triangle,17,3,0.22341464852897777
Denny Triangle,17,4,0.22560407382815917
Denny Triangle,17,5,0.2946825352228252
Denny Triangle,18,0,0.20823096849138517
Denny Triangle,18,1,0.24136430941796239
Denny Triangle,18,2,0.25506089368531715
Denny Triangle,18,3,0.3026709899461424
Denny Triangle,18,4,0.28115204254219406
Denny Triangle,18,5,0.3427371309290322
Denny Triangle,19,0,0.20498680070713968
Denny Triangle,19,1,0.2581187000829858
Denny Triangle,19,2,0.2705796904201093
Denny Triangle,19,3,0.3162612816523431
Denny Triangle,19,4,0.3322598564532922
Denny Triangle,19,5,0.3820952946182261
First Hill,8,0,0.12999607999393062
First Hill,8,1,0.13087640252863952
First Hill,8,2,0.13047478234484486
First Hill,8,3,0.1252976251876609
First Hill,8,4,0.12129086885499976
First Hill,8,5,0.079243559415554
First Hill,9,0,0.18642358304003434
First Hill,9,1,0.1876892175937804
First Hill,9,2,0.19359452297474436
First Hill,9,3,0.16547060993062604
First Hill,9,4,0.18779089657503206
First Hill,9,5,0.12198880110695377
First Hill,10,0,0.17635799564624746
First Hill,10,1,0.17565349973393002
First Hill,10,2,0.18386082809863605
First Hill,10,3,0.17114087565253483
First Hill,10,4,0.174775545695653
First Hill,10,5,0.10782220931100292
First Hill,11,0,0.15756479388480663
First Hill,11,1,0.15534577993044182
First Hill,11,2,0.1596774545218173
First Hill,11,3,0.1632667912472834
First Hill,11,4,0.150333769571622
First Hill,11,5,0.12417933011333562
First Hill,12,0,0.13176150070604276
First Hill,12,1,0.1307743622474147
First Hill,12,2,0.1457485155217593
First Hill,12,3,0.1380578419395513
First Hill,12,4,0.1377372862631604
First Hill,12,5,0.12472153083516666
First Hill,13,0,0.14098456281073163
First Hill,13,1,0.14230109084269135
First Hill,13,2,0.1492328004228348
First Hill,13,3,0.1386319895712615
First Hill,13,4,0.15035489340444377
First Hill,13,5,0.13432352285742186
First Hill,14,0,0.14032657126907722
First Hill,14,1,0.14221603515474743
First Hill,14,2,0.15071300811081625
First Hill,14,3,0.1514380132357298
First Hill,14,4,0.17001780119798665
First Hill,14,5,0.14657992091851324
First Hill,15,0,0.1299924102062423
First Hill,15,1,0.12702085022679982
First Hill,15,2,0.13572153082549976
First Hill,15,3,0.14054166245696376
First Hill,15,4,0.16288072771139456
First Hill,15,5,0.12931377725508525
First Hill,16,0,0.10233267509021282
First Hill,16,1,0.09202850656310695
First Hill,16,2,0.12050834835063814
First Hill,16,3,0.0994002505694088
First Hill,16,4,0.10931427485099575
First Hill,16,5,0.11815051602193474
First Hill,17,0,0.07970026183847408
First Hill,17,1,0.07925750914111789
First Hill,17,2,0.10303980574992813
First Hill,17,3,0.09527750731574898
First Hill,17,4,0.10193695571065745
First Hill,17,5,0.13010644767452686
First Hill,18,0,0.09727818183436378
First Hill,18,1,0.11216866954055812
First Hill,18,2,0.1320346671831796
First Hill,18,3,0.13377456652848432
First Hill,18,4,0.12060690374637596
First Hill,18,5,0.16233260921790665
First Hill,19,0,0.12385712865556957
First Hill,19,1,0.12001608975440928
First Hill,19,2,0.1534151495098482
First Hill,19,3,0.16343832447648352
First Hill,19,4,0.14143378664122427
First Hill,19,5,0.1807204662066776
Fremont,8,0,0.05347222222222222
Fremont,8,1,0.04681712962962963
Fremont,8,2,0.037500000000000006
Fremont,8,3,0.08041666666666665
Fremont,8,4,0.0804320987654321
Fremont,8,5,0.049135802469135806
Fremont,9,0,0.1589236111111111
Fremont,9,1,0.1801273148148148
Fremont,9,2,0.15166666666666664
Fremont,9,3,0.1942746913580247
Fremont,9,4,0.18462962962962962
Fremont,9,5,0.11988015027155047
Fremont,10,0,0.17646990740740742
Fremont,10,1,0.2643055555555555
Fremont,10,2,0.22056250790835547
Fremont,10,3,0.2732253086419753
Fremont,10,4,0.299645061728395
Fremont,10,5,0.2542484721031211
Fremont,11,0,0.31873842592592594
Fremont,11,1,0.3535648148148148
Fremont,11,2,0.3655127700707953
Fremont,11,3,0.41115740740740736
Fremont,11,4,0.3670216049382716
Fremont,11,5,0.41512180267242293
Fremont,12,0,0.4428472222222222
Fremont,12,1,0.45258101851851856
Fremont,12,2,0.4303375273225534
Fremont,12,3,0.4914814814814815
Fremont,12,4,0.4891358024691358
Fremont,12,5,0.4888173942042005
Fremont,13,0,0.4266666666666667
Fremont,13,1,0.4982060185185185
Fremont,13,2,0.4246696499147424
Fremont,13,3,0.3909104938271605
Fremont,13,4,0.49496913580246915
Fremont,13,5,0.4797753491196114
Fremont,14,0,0.415474537037037
Fremont,14,1,0.4424537037037037
Fremont,14,2,0.4225163731096025
Fremont,14,3,0.39165123456790124
Fremont,14,4,0.48140432098765434
Fremont,14,5,0.4450641757763637
Fremont,15,0,0.4159143518518518
Fremont,15,1,0.36861111111111106
Fremont,15,2,0.379026565476349
Fremont,15,3,0.34578703703703706
Fremont,15,4,0.4155401234567901
Fremont,15,5,0.5025617677239623
Fremont,16,0,0.3655324074074074
Fremont,16,1,0.3703703703703703
Fremont,16,2,0.3141624197169044
Fremont,16,3,0.3248765432098766
Fremont,16,4,0.3429475308641975
Fremont,16,5,0.4753982145608106
Fremont,17,0,0.3616435185185185
Fremont,17,1,0.3946875
Fremont,17,2,0.37094371612377286
Fremont,17,3,0.38330246913580246
Fremont,17,4,0.43300925925925926
Fremont,17,5,0.492732025943621
Fremont,18,0,0.36431712962962964
Fremont,18,1,0.39759259259259255
Fremont,18,2,0.43113814875234124
Fremont,18,3,0.4705555555555555
Fremont,18,4,0.5109259259259259
Fremont,18,5,0.54358783647035
Fremont,19,0,0.3537152777777777
Fremont,19,1,0.39226851851851846
Fremont,19,2,0.44306193488442575
Fremont,19,3,0.4581635802469135
Fremont,19,4,0.5887962962962963
Fremont,19,5,0.5561958556363317
Green Lake,8,0,0.15539406553543458
Green Lake,8,1,0.16789070277165516
Green Lake,8,2,0.19472535547883424
Green Lake,8,3,0.14820616589465796
Green Lake,8,4,0.20502804514709277
Green Lake,8,5,0.18384144516413978
Green Lake,9,0,0.3072222010242844
Green Lake,9,1,0.3404790643109096
Green Lake,9,2,0.3489230468626743
Green Lake,9,3,0.3363751731807287
Green Lake,9,4,0.40921716290763904
Green Lake,9,5,0.46201861325815075
Green Lake,10,0,0.4170112900767663
Green Lake,10,1,0.4774510622204074
Green Lake,10,2,0.49345732143573673
Green Lake,10,3,0.48494007682499746
Green Lake,10,4,0.5389608066096161
Green Lake,10,5,0.6132577674537061
Green Lake,11,0,0.48243917623381904
Green Lake,11,1,0.5101610790003647
Green Lake,11,2,0.5384356004167401
Green Lake,11,3,0.48621566007478706
Green Lake,11,4,0.5106772651217095
Green Lake,11,5,0.5985689134636462
Green Lake,12,0,0.5085388209123328
Green Lake,12,1,0.5139772473998664
Green Lake,12,2,0.5048937337826945
Green Lake,12,3,0.5112347881395499
Green Lake,12,4,0.5396905567242869
Green Lake,12,5,0.5864560391274177
Green Lake,13,0,0.4143587665090641
Green Lake,13,1,0.4759667630649773
Green Lake,13,2,0.4601337621811724
Green Lake,13,3,0.4862589960010595
Green Lake,13,4,0.5225150220884348
Green Lake,13,5,0.5704743847988059
Green Lake,14,0,0.4495657830925688
Green Lake,14,1,0.45868426464408607
Green Lake,14,2,0.4566976365313419
Green Lake,14,3,0.48949290458219025
Green Lake,14,4,0.4903837832508467
Green Lake,14,5,0.5486375540519357
Green Lake,15,0,0.501425088910208
Green Lake,15,1,0.4578915718871076
Green Lake,15,2,0.4405483916519225
Green Lake,15,3,0.45394055936714667
Green Lake,15,4,0.499478373625199
Green Lake,15,5,0.5252882666874054
Green Lake,16,0,0.4901604648107624
Green Lake,16,1,0.42581062813949716
Green Lake,16,2,0.48813327955297686
Green Lake,16,3,0.46118053022814925
Green Lake,16,4,0.4699016918560569
Green Lake,16,5,0.5187222544575875
Green Lake,17,0,0.5712848573934883
Green Lake,17,1,0.5104412207611612
Green Lake,17,2,0.505045108227243
Green Lake,17,3,0.4410740248141042
Green Lake,17,4,0.48474374868224074
Green Lake,17,5,0.50175717454022
Green Lake,18,0,0.6498185269316222
Green Lake,18,1,0.6687592175240985
Green Lake,18,2,0.6675386954507565
Green Lake,18,3,0.5882724708419153
Green Lake,18,4,0.5352369367845559
Green Lake,18,5,0.47820712025737994
Green Lake,19,0,0.578929898915018
Green Lake,19,1,0.6004809567086353
Green Lake,19,2,0.6003946295697014
Green Lake,19,3,0.5483798880425865
Green Lake,19,4,0.5254364235118203
Green Lake,19,5,0.48081426343992323
Pike-Pine,8,0,0.10411568884023124
Pike-Pine,8,1,0.08517789895096786
Pike-Pine,8,2,0.10184954984253876
Pike-Pine,8,3,0.09255417285108679
Pike-Pine,8,4,0.10228868430426152
Pike-Pine,8,5,0.07657694724409597
Pike-Pine,9,0,0.17182818074584197
Pike-Pine,9,1,0.15869336025084135
Pike-Pine,9,2,0.17555817904786358
Pike-Pine,9,3,0.16395140128061925
Pike-Pine,9,4,0.18130116290142945
Pike-Pine,9,5,0.1655536797454459
Pike-Pine,10,0,0.21592840379267325
Pike-Pine,10,1,0.22668755170763788
Pike-Pine,10,2,0.2358890640946719
Pike-Pine,10,3,0.22269460292535512
Pike-Pine,10,4,0.2436739105214658
Pike-Pine,10,5,0.2568091950096452
Pike-Pine,11,0,0.26678942621373375
Pike-Pine,11,1,0.2606531077303393
Pike-Pine,11,2,0.2653691120512934
Pike-Pine,11,3,0.29435513611135083
Pike-Pine,11,4,0.29730928804273876
Pike-Pine,11,5,0.33834813758579624
Pike-Pine,12,0,0.2927000711389533
Pike-Pine,12,1,0.28989511111147154
Pike-Pine,12,2,0.2973767577277648
Pike-Pine,12,3,0.298874812179834
Pike-Pine,12,4,0.35579989388775135
Pike-Pine,12,5,0.38369313322244236
Pike-Pine,13,0,0.29923092939181817
Pike-Pine,13,1,0.27376829131229935
Pike-Pine,13,2,0.2969439452873817
Pike-Pine,13,3,0.2887487927899852
Pike-Pine,13,4,0.3424266370514415
Pike-Pine,13,5,0.4174181680948672
Pike-Pine,14,0,0.2577117178942284
Pike-Pine,14,1,0.24040318309239037
Pike-Pine,14,2,0.2708235328560942
Pike-Pine,14,3,0.2672527965695649
Pike-Pine,14,4,0.3265964447724757
Pike-Pine,14,5,0.3972140508172198
Pike-Pine,15,0,0.22126639104368642
Pike-Pine,15,1,0.21747766085416603
Pike-Pine,15,2,0.24688436514922873
Pike-Pine,15,3,0.2528092171850253
Pike-Pine,15,4,0.2829092411860287
Pike-Pine,15,5,0.36748132364542424
Pike-Pine,16,0,0.2330170370717885
Pike-Pine,16,1,0.23903367014694846
Pike-Pine,16,2,0.23003328704007264
Pike-Pine,16,3,0.2490445973919889
Pike-Pine,16,4,0.26181071723974564
Pike-Pine,16,5,0.36233429433124775
Pike-Pine,17,0,0.28265150078115686
Pike-Pine,17,1,0.27356006749242046
Pike-Pine,17,2,0.2829470718469676
Pike-Pine,17,3,0.31169985838591285
Pike-Pine,17,4,0.3053389969827377
Pike-Pine,17,5,0.38725813238064977
Pike-Pine,18,0,0.3347982062072723
Pike-Pine,18,1,0.37623735939642217
Pike-Pine,18,2,0.3796774089170932
Pike-Pine,18,3,0.42531409671124915
Pike-Pine,18,4,0.390034686599299
Pike-Pine,18,5,0.44225001692768456
Pike-Pine,19,0,0.3639428597910482
Pike-Pine,19,1,0.44570916595967797
Pike-Pine,19,2,0.44245178522892953
Pike-Pine,19,3,0.4936497428448575
Pike-Pine,19,4,0.45988634728273975
Pike-Pine,19,5,0.48826356494016204
Pike-Pine,20,0,0.316312984143927
Pike-Pine,20,1,0.38237158966073626
Pike-Pine,20,2,0.400651061625811
Pike-Pine,20,3,0.449323807221162
Pike-Pine,20,4,0.44342201645282053
Pike-Pine,20,5,0.4560960101792962
Pike-Pine,21,0,0.20893442777670831
Pike-Pine,21,1,0.2624392740241205
Pike-Pine,21,2,0.2825082074933447
Pike-Pine,21,3,0.3422203099710612
Pike-Pine,21,4,0.35602292929799934
Pike-Pine,21,5,0.36528005306772915
Pioneer Square,8,0,0.19892032116588979
Pioneer Square,8,1,0.20289857609943585
Pioneer Square,8,2,0.2280787805494409
Pioneer Square,8,3,0.20763513738304654
Pioneer Square,8,4,0.20173334108730065
Pioneer Square,8,5,0.09986084463381116
Pioneer Square,9,0,0.30929893368464717
Pioneer Square,9,1,0.3265313776648321
Pioneer Square,9,2,0.36235745001025305
Pioneer Square,9,3,0.3383785968434335
Pioneer Square,9,4,0.3318816997471289
Pioneer Square,9,5,0.204055728089429
Pioneer Square,10,0,0.3881141628334851
Pioneer Square,10,1,0.4153608707467485
Pioneer Square,10,2,0.48826246600844136
Pioneer Square,10,3,0.40766057134973394
Pioneer Square,10,4,0.40797784302071116
Pioneer Square,10,5,0.330208364858243
Pioneer Square,11,0,0.45629475648513784
Pioneer Square,11,1,0.4714979624719323
Pioneer Square,11,2,0.520939102578832
Pioneer Square,11,3,0.4687539712429688
Pioneer Square,11,4,0.46673117268054537
Pioneer Square,11,5,0.42989122708870403
Pioneer Square,12,0,0.4796988381897437
Pioneer Square,12,1,0.479040714323603
Pioneer Square,12,2,0.529197643312059
Pioneer Square,12,3,0.4711013348251479
Pioneer Square,12,4,0.48259436019237245
Pioneer Square,12,5,0.5006723626573161
Pioneer Square,13,0,0.48748885865511093
Pioneer Square,13,1,0.466369493770168
Pioneer Square,13,2,0.5285392291977891
Pioneer Square,13,3,0.4843870032845727
Pioneer Square,13,4,0.4877173944684068
Pioneer Square,13,5,0.5432909044979292
Pioneer Square,14,0,0.43673177521445894
Pioneer Square,14,1,0.4461248585100986
Pioneer Square,14,2,0.47114706858811645
Pioneer Square,14,3,0.4501282804095814
Pioneer Square,14,4,0.44226231546867245
Pioneer Square,14,5,0.5494884726581576
Pioneer Square,15,0,0.39566376945972465
Pioneer Square,15,1,0.4220946160062465
Pioneer Square,15,2,0.46850897502703887
Pioneer Square,15,3,0.4321639355956348
Pioneer Square,15,4,0.46101391304049605
Pioneer Square,15,5,0.5210866179531763
Pioneer Square,16,0,0.3922771630130336
Pioneer Square,16,1,0.41315695959472387
Pioneer Square,16,2,0.46504886623101305
Pioneer Square,16,3,0.44256242988271766
Pioneer Square,16,4,0.4603695271300676
Pioneer Square,16,5,0.504134600998468
Pioneer Square,17,0,0.3795637508910431
Pioneer Square,17,1,0.413951388917212
Pioneer Square,17,2,0.5066864582075066
Pioneer Square,17,3,0.43742920457822315
Pioneer Square,17,4,0.440738332301459
Pioneer Square,17,5,0.47722258757874825
Roosevelt,8,0,0.1289208553791887
Roosevelt,8,1,0.17049180629041738
Roosevelt,8,2,0.08643989954478722
Roosevelt,8,3,0.12311826376641191
Roosevelt,8,4,0.10389550264550264
Roosevelt,8,5,0.2067037570060211
Roosevelt,9,0,0.25995480599647264
Roosevelt,9,1,0.2895115005878895
Roosevelt,9,2,0.21541689518308657
Roosevelt,9,3,0.23428473446991965
Roosevelt,9,4,0.23663003663003662
Roosevelt,9,5,0.3480371840094062
Roosevelt,10,0,0.30988260582010585
Roosevelt,10,1,0.2997282848324515
Roosevelt,10,2,0.2976022906989261
Roosevelt,10,3,0.2812899274936312
Roosevelt,10,4,0.34249949124949125
Roosevelt,10,5,0.4460909526058281
Roosevelt,11,0,0.36118992504409175
Roosevelt,11,1,0.3272010949441505
Roosevelt,11,2,0.2912329670795583
Roosevelt,11,3,0.35205295904369976
Roosevelt,11,4,0.4454756817256817
Roosevelt,11,5,0.47461137366606915
Roosevelt,12,0,0.36342978395061726
Roosevelt,12,1,0.33686324221046443
Roosevelt,12,2,0.35471912379794746
Roosevelt,12,3,0.31903806584362143
Roosevelt,12,4,0.4182275132275132
Roosevelt,12,5,0.4177103110352959
Roosevelt,13,0,0.2915224500293945
Roosevelt,13,1,0.29657958553791886
Roosevelt,13,2,0.38073022378350246
Roosevelt,13,3,0.33537428963354887
Roosevelt,13,4,0.34924272486772484
Roosevelt,13,5,0.4194179974492664
Roosevelt,14,0,0.2764157113462669
Roosevelt,14,1,0.3222464726631393
Roosevelt,14,2,0.3561352396485151
Roosevelt,14,3,0.37853786988046245
Roosevelt,14,4,0.29616529304029304
Roosevelt,14,5,0.3884035829132976
Roosevelt,15,0,0.2649559082892416
Roosevelt,15,1,0.3460866769547325
Roosevelt,15,2,0.35337425098004643
Roosevelt,15,3,0.28883695865177345
Roosevelt,15,4,0.32055682743182745
Roosevelt,15,5,0.3616771116841684
Roosevelt,16,0,0.30804453262786596
Roosevelt,16,1,0.3565033436213991
Roosevelt,16,2,0.3330947240935097
Roosevelt,16,3,0.3040814226925338
Roosevelt,16,4,0.30867877492877493
Roosevelt,16,5,0.32951695081324706
Roosevelt,17,0,0.35657756466784246
Roosevelt,17,1,0.3705715388007055
Roosevelt,17,2,0.3394576540769624
Roosevelt,17,3,0.2979482657260435
Roosevelt,17,4,0.34837047212047206
Roosevelt,17,5,0.3225964534561542
Roosevelt,18,0,0.4240000367430923
Roosevelt,18,1,0.3469047619047619
Roosevelt,18,2,0.3603095176770322
Roosevelt,18,3,0.3277772878698805
Roosevelt,18,4,0.40221789784289785
Roosevelt,18,5,0.3618483140743311
Roosevelt,19,0,0.3220364858906526
Roosevelt,19,1,0.280841784244562
Roosevelt,19,2,0.32238455363146884
Roosevelt,19,3,0.28954977464236725
Roosevelt,19,4,0.362208485958486
Roosevelt,19,5,0.26925523960511816
South Lake Union,8,0,0.2019940083004225
South Lake Union,8,1,0.17852931195650837
South Lake Union,8,2,0.18062489584835228
South Lake Union,8,3,0.18205063022876164
South Lake Union,8,4,0.18806051271311117
South Lake Union,8,5,0.10862684615981663
South Lake Union,9,0,0.28120792176271875
South Lake Union,9,1,0.2565487843778887
South Lake Union,9,2,0.2500016470802941
South Lake Union,9,3,0.26245446696396435
South Lake Union,9,4,0.25430972536231483
South Lake Union,9,5,0.18493467709512745
South Lake Union,10,0,0.30673875057320044
South Lake Union,10,1,0.2925603487667182
South Lake Union,10,2,0.2929157379731887
South Lake Union,10,3,0.298228449341525
South Lake Union,10,4,0.29400281756775587
South Lake Union,10,5,0.21650131189599192
South Lake Union,11,0,0.31262591613606366
South Lake Union,11,1,0.3104281626096088
South Lake Union,11,2,0.3288598206074096
South Lake Union,11,3,0.3245207528203342
South Lake Union,11,4,0.3142887665856403
South Lake Union,11,5,0.24096759011482766
South Lake Union,12,0,0.31477942515036006
South Lake Union,12,1,0.31583606597033226
South Lake Union,12,2,0.33154928515944415
South Lake Union,12,3,0.33385696921215036
South Lake Union,12,4,0.32609315301977865
South Lake Union,12,5,0.25771952590086644
South Lake Union,13,0,0.27946609291844293
South Lake Union,13,1,0.2886537652495352
South Lake Union,13,2,0.29873335652259025
South Lake Union,13,3,0.3090216661437209
South Lake Union,13,4,0.29507997335405683
South Lake Union,13,5,0.2567305059272194
South Lake Union,14,0,0.23351383831094555
South Lake Union,14,1,0.238636347237996
South Lake Union,14,2,0.25734244903491527
South Lake Union,14,3,0.25554310841175315
South Lake Union,14,4,0.24922738097122252
South Lake Union,14,5,0.2344159901689616
South Lake Union,15,0,0.20743700786080055
South Lake Union,15,1,0.21079607286082858
South Lake Union,15,2,0.21559760108675574
South Lake Union,15,3,0.21910910990948718
South Lake Union,15,4,0.22575250325828983
South Lake Union,15,5,0.21502167764739905
South Lake Union,16,0,0.1849631409502775
South Lake Union,16,1,0.1840773317958142
South Lake Union,16,2,0.18323500725271402
South Lake Union,16,3,0.18920453466955395
South Lake Union,16,4,0.20539065730834016
South Lake Union,16,5,0.21534228251614
South Lake Union,17,0,0.1602068116418999
South Lake Union,17,1,0.1661206082049786
South Lake Union,17,2,0.1886769198047792
South Lake Union,17,3,0.17546286263245128
South Lake Union,17,4,0.1979734739380028
South Lake Union,17,5,0.2197749258251989
University District,8,0,0.14394459142598964
University District,8,1,0.13867340293788566
University District,8,2,0.1489280843400688
University District,8,3,0.15890884690718757
University District,8,4,0.15641849189848425
University District,8,5,0.12735251331961714
University District,9,0,0.22283429446115596
University District,9,1,0.23327437824183528
University District,9,2,0.23464860089797293
University District,9,3,0.23601650362281118
University District,9,4,0.24531640244306452
University District,9,5,0.2311271307493449
University District,10,0,0.26540231460879304
University District,10,1,0.27460386251042435
University District,10,2,0.28871331235724934
University District,10,3,0.2991809187687628
University District,10,4,0.29687980364960953
University District,10,5,0.2876980800684686
University District,11,0,0.3069167682715499
University District,11,1,0.3259804744596887
University District,11,2,0.33830589094225616
University District,11,3,0.35718481897218424
University District,11,4,0.36633569942589705
University District,11,5,0.3496423854585435
University District,12,0,0.3113559616126622
University District,12,1,0.3436233693979973
University District,12,2,0.3424630441808446
University District,12,3,0.3687145722073395
University District,12,4,0.3723007863215906
University District,12,5,0.3753016469862318
University District,13,0,0.3178831423159738
University District,13,1,0.3354246533153921
